# gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false "gmm-boost-silence --boost=1.25 1 exp/mono/14.mdl - |" "ark:gunzip -c exp/mono/fsts.1.gz|" "ark,s,cs:apply-cmvn  --utt2spk=ark:data/train_500short/split4/1/utt2spk scp:data/train_500short/split4/1/cmvn.scp scp:data/train_500short/split4/1/feats.scp ark:- | add-deltas  ark:- ark:- |" "ark,t:|gzip -c >exp/mono/ali.1.gz" 
# Started at Fri Apr 14 06:16:13 CDT 2023
#
gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false 'gmm-boost-silence --boost=1.25 1 exp/mono/14.mdl - |' 'ark:gunzip -c exp/mono/fsts.1.gz|' 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/train_500short/split4/1/utt2spk scp:data/train_500short/split4/1/cmvn.scp scp:data/train_500short/split4/1/feats.scp ark:- | add-deltas  ark:- ark:- |' 'ark,t:|gzip -c >exp/mono/ali.1.gz' 
gmm-boost-silence --boost=1.25 1 exp/mono/14.mdl - 
WARNING (gmm-boost-silence[5.5]:main():gmm-boost-silence.cc:82) The pdfs for the silence phones may be shared by other phones (note: this probably does not matter.)
LOG (gmm-boost-silence[5.5]:main():gmm-boost-silence.cc:93) Boosted weights for 5 pdfs, by factor of 1.25
LOG (gmm-boost-silence[5.5]:main():gmm-boost-silence.cc:103) Wrote model to -
apply-cmvn --utt2spk=ark:data/train_500short/split4/1/utt2spk scp:data/train_500short/split4/1/cmvn.scp scp:data/train_500short/split4/1/feats.scp ark:- 
add-deltas ark:- ark:- 
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0021
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0022
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0023
WARNING (gmm-align-compiled[5.5]:AlignUtteranceWrapper():decoder-wrappers.cc:617) Retrying utterance 118-47824-0023 with beam 40
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0024
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0025
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0026
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0027
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0028
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0030
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0031
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0032
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0035
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0036
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0037
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0040
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0041
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0042
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0044
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0045
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0046
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0050
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0054
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0056
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0058
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0060
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0061
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0063
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0064
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0065
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0071
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0072
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0073
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0076
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0079
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0082
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0084
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0085
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 118-47824-0086
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0000
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0006
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0007
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0008
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0012
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0014
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0015
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0017
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0022
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0023
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0036
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0048
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0049
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0055
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0059
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0061
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0070
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0076
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0078
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0082
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0083
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0084
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0089
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 163-122947-0098
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1737-146161-0006
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1737-146161-0007
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1737-146161-0009
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1737-146161-0010
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1737-146161-0011
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1737-146161-0013
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1737-146161-0014
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1737-146161-0015
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1737-146161-0017
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0003
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0004
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0005
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0009
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0010
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0011
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0012
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0013
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0014
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0016
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0019
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0035
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0038
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0039
LOG (apply-cmvn[5.5]:main():apply-cmvn.cc:162) Applied cepstral mean normalization to 116 utterances, errors on 0
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0042
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:127) 1867-154075-0044
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:135) Overall log-likelihood per frame is -101.131 over 92418 frames.
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:137) Retried 1 out of 116 utterances.
LOG (gmm-align-compiled[5.5]:main():gmm-align-compiled.cc:139) Done 116, errors on 0
# Accounting: time=1 threads=1
# Ended (code 0) at Fri Apr 14 06:16:14 CDT 2023, elapsed time 1 seconds
